"";"X64.242.88.10......07.Mar.2004.16.05.49..0800.";"GET..twiki.bin.edit.Main.Double_bounce_sender.topicparent.Main.ConfigurationVariables.HTTP.1.1";"X401.12846"
"1594";"mail.geovariances.fr - - [09/Mar/2004:05:12:45 -0800] ";"GET /twiki/pub/TWiki/TWikiLogos/twikiRobot46x50.gif HTTP/1.1";" 304 -"
"1595";"mail.geovariances.fr - - [09/Mar/2004:05:12:45 -0800]  ";" 9 , 60 , 565 ";"  304 -"
"1596";"mail.geovariances.fr - - [09/Mar/2004:05:12:45 -0800] ";"GET /twiki/bin/view/Main/ConfigurationVariables HTTP/1.1";" 200 58292"
"1597";"mail.geovariances.fr - - [09/Mar/2004:05:12:45 -0800]  ";" 1 , 98 , 588 ";"  200 58292"
"1598";"mail.geovariances.fr - - [09/Mar/2004:05:13:40 -0800] ";"GET /twiki/bin/view/TWiki/WebHome HTTP/1.1";" 200 15182"
"1599";"mail.geovariances.fr - - [09/Mar/2004:05:13:40 -0800]  ";" 2 , 83 , 741 ";"  200 15182"
"1600";"mail.geovariances.fr - - [09/Mar/2004:05:13:40 -0800] ";"GET /twiki/pub/TWiki/TWikiLogos/twikiRobot46x50.gif HTTP/1.1";" 304 -"
"1601";"mail.geovariances.fr - - [09/Mar/2004:05:13:40 -0800]  ";" 4 , 76 , 212 ";"  304 -"
"1602";"mail.geovariances.fr - - [09/Mar/2004:05:13:40 -0800] ";"GET /twiki/pub/TWiki/TWikiLogos/twikiRobot131x64.gif HTTP/1.1";" 200 7218"
"1603";"mail.geovariances.fr - - [09/Mar/2004:05:13:40 -0800]  ";" 9 , 16 , 226 ";"  200 7218"
"1604";"mail.geovariances.fr - - [09/Mar/2004:05:13:40 -0800] ";"GET /twiki/pub/TWiki/TWikiDocGraphics/tip.gif HTTP/1.1";" 200 123"
"1605";"mail.geovariances.fr - - [09/Mar/2004:05:13:40 -0800]  ";" 4 , 4 , 510 ";"  200 123"
"1606";"mail.geovariances.fr - - [09/Mar/2004:05:13:40 -0800] ";"GET /twiki/pub/TWiki/TWikiLogos/twikiRobot88x31.gif HTTP/1.1";" 200 3501"
"1607";"mail.geovariances.fr - - [09/Mar/2004:05:13:40 -0800]  ";" 2 , 54 , 987 ";"  200 3501"
"1608";"mail.geovariances.fr - - [09/Mar/2004:05:14:13 -0800] ";"GET /twiki/bin/view/Sandbox/WebHome HTTP/1.1";" 200 8632"
"1609";"mail.geovariances.fr - - [09/Mar/2004:05:14:13 -0800]  ";" 4 , 71 , 125 ";"  200 8632"
"1610";"mail.geovariances.fr - - [09/Mar/2004:05:14:14 -0800] ";"GET /twiki/pub/TWiki/TWikiLogos/twikiRobot46x50.gif HTTP/1.1";" 304 -"
"1611";"mail.geovariances.fr - - [09/Mar/2004:05:14:14 -0800]  ";" 4 , 60 , 605 ";"  304 -"
"1612";"66-194-6-70.gen.twtelecom.net - - [09/Mar/2004:05:20:20 -0800] ";"GET / HTTP/1.1";" 200 3169"
"1613";"66-194-6-70.gen.twtelecom.net - - [09/Mar/2004:05:20:20 -0800]  ";" 2 , 59 , 339 ";"  200 3169"
"1614";"195.230.181.122 - - [09/Mar/2004:06:29:03 -0800] ";"GET /AmavisNew.html HTTP/1.0";" 200 2300"
"1615";"195.230.181.122 - - [09/Mar/2004:06:29:03 -0800]  ";" 9 , 72 , 429 ";"  200 2300"
"1616";"ts04-ip92.hevanet.com - - [09/Mar/2004:06:33:21 -0800] ";"GET / HTTP/1.1";" 200 3169"
"1617";"ts04-ip92.hevanet.com - - [09/Mar/2004:06:33:21 -0800]  ";" 2 , 78 , 101 ";"  200 3169"
"1618";"ts04-ip92.hevanet.com - - [09/Mar/2004:06:34:51 -0800] ";"GET /dccstats/index.html HTTP/1.1";" 200 2955"
"1619";"ts04-ip92.hevanet.com - - [09/Mar/2004:06:34:51 -0800]  ";" 2 , 95 , 884 ";"  200 2955"
"1620";"ts04-ip92.hevanet.com - - [09/Mar/2004:06:34:53 -0800] ";"GET /dccstats/stats-spam.1day.png HTTP/1.1";" 200 3027"
"1621";"ts04-ip92.hevanet.com - - [09/Mar/2004:06:34:53 -0800]  ";" 1 , 44 , 248 ";"  200 3027"
"1622";"ts04-ip92.hevanet.com - - [09/Mar/2004:06:34:53 -0800] ";"GET /dccstats/stats-spam-ratio.1day.png HTTP/1.1";" 200 2148"
"1623";"ts04-ip92.hevanet.com - - [09/Mar/2004:06:34:53 -0800]  ";" 3 , 72 , 344 ";"  200 2148"
"1624";"ts04-ip92.hevanet.com - - [09/Mar/2004:06:34:54 -0800] ";"GET /dccstats/stats-spam.1week.png HTTP/1.1";" 200 3200"
"1625";"ts04-ip92.hevanet.com - - [09/Mar/2004:06:34:54 -0800]  ";" 3 , 4 , 958 ";"  200 3200"
"1626";"ts04-ip92.hevanet.com - - [09/Mar/2004:06:34:54 -0800] ";"GET /dccstats/stats-spam-ratio.1week.png HTTP/1.1";" 200 2341"
"1627";"ts04-ip92.hevanet.com - - [09/Mar/2004:06:34:54 -0800]  ";" 1 , 87 , 554 ";"  200 2341"
"1628";"ts04-ip92.hevanet.com - - [09/Mar/2004:06:34:55 -0800] ";"GET /dccstats/stats-hashes.1week.png HTTP/1.1";" 200 1686"
"1629";"ts04-ip92.hevanet.com - - [09/Mar/2004:06:34:55 -0800]  ";" 6 , 3 , 450 ";"  200 1686"
"1630";"ts04-ip92.hevanet.com - - [09/Mar/2004:06:34:55 -0800] ";"GET /dccstats/stats-spam.1month.png HTTP/1.1";" 200 2534"
"1631";"ts04-ip92.hevanet.com - - [09/Mar/2004:06:34:55 -0800]  ";" 4 , 30 , 403 ";"  200 2534"
"1632";"ts04-ip92.hevanet.com - - [09/Mar/2004:06:34:56 -0800] ";"GET /dccstats/stats-spam-ratio.1month.png HTTP/1.1";" 200 1948"
"1633";"ts04-ip92.hevanet.com - - [09/Mar/2004:06:34:56 -0800]  ";" 1 , 34 , 215 ";"  200 1948"
"1634";"ts04-ip92.hevanet.com - - [09/Mar/2004:06:34:56 -0800] ";"GET /dccstats/stats-hashes.1month.png HTTP/1.1";" 200 1549"
"1635";"ts04-ip92.hevanet.com - - [09/Mar/2004:06:34:56 -0800]  ";" 6 , 63 , 242 ";"  200 1549"
"1636";"ts04-ip92.hevanet.com - - [09/Mar/2004:06:34:57 -0800] ";"GET /dccstats/stats-spam.1year.png HTTP/1.1";" 200 2214"
"1637";"ts04-ip92.hevanet.com - - [09/Mar/2004:06:34:57 -0800]  ";" 5 , 27 , 834 ";"  200 2214"
"1638";"ts04-ip92.hevanet.com - - [09/Mar/2004:06:34:57 -0800] ";"GET /dccstats/stats-spam-ratio.1year.png HTTP/1.1";" 200 1873"
"1639";"ts04-ip92.hevanet.com - - [09/Mar/2004:06:34:57 -0800]  ";" 9 , 49 , 821 ";"  200 1873"
"1640";"ts04-ip92.hevanet.com - - [09/Mar/2004:06:34:58 -0800] ";"GET /dccstats/stats-hashes.1year.png HTTP/1.1";" 200 1500"
"1641";"ts04-ip92.hevanet.com - - [09/Mar/2004:06:34:58 -0800]  ";" 1 , 55 , 936 ";"  200 1500"
"1642";"ts04-ip92.hevanet.com - - [09/Mar/2004:06:35:04 -0800] ";"GET /cgi-bin/mailgraph2.cgi HTTP/1.1";" 200 2987"
"1643";"ts04-ip92.hevanet.com - - [09/Mar/2004:06:35:04 -0800]  ";" 6 , 64 , 663 ";"  200 2987"
"1644";"ts04-ip92.hevanet.com - - [09/Mar/2004:06:35:06 -0800] ";"GET /cgi-bin/mailgraph.cgi/mailgraph_0_err.png HTTP/1.1";" 200 6708"
"1645";"ts04-ip92.hevanet.com - - [09/Mar/2004:06:35:06 -0800]  ";" 2 , 67 , 576 ";"  200 6708"
"1646";"ts04-ip92.hevanet.com - - [09/Mar/2004:06:35:06 -0800] ";"GET /cgi-bin/mailgraph.cgi/mailgraph_0.png HTTP/1.1";" 200 8232"
"1647";"ts04-ip92.hevanet.com - - [09/Mar/2004:06:35:06 -0800]  ";" 1 , 74 , 511 ";"  200 8232"
"1648";"ts04-ip92.hevanet.com - - [09/Mar/2004:06:35:09 -0800] ";"GET /cgi-bin/mailgraph.cgi/mailgraph_1.png HTTP/1.1";" 200 8857"
"1649";"ts04-ip92.hevanet.com - - [09/Mar/2004:06:35:09 -0800]  ";" 9 , 47 , 393 ";"  200 8857"
"1650";"ts04-ip92.hevanet.com - - [09/Mar/2004:06:35:10 -0800] ";"GET /cgi-bin/mailgraph.cgi/mailgraph_1_err.png HTTP/1.1";" 200 7175"
"1651";"ts04-ip92.hevanet.com - - [09/Mar/2004:06:35:10 -0800]  ";" 6 , 74 , 894 ";"  200 7175"
"1652";"ts04-ip92.hevanet.com - - [09/Mar/2004:06:35:13 -0800] ";"GET /cgi-bin/mailgraph.cgi/mailgraph_2.png HTTP/1.1";" 200 9391"
"1653";"ts04-ip92.hevanet.com - - [09/Mar/2004:06:35:13 -0800]  ";" 9 , 5 , 626 ";"  200 9391"
"1654";"ts04-ip92.hevanet.com - - [09/Mar/2004:06:35:13 -0800] ";"GET /cgi-bin/mailgraph.cgi/mailgraph_2_err.png HTTP/1.1";" 200 6922"
"1655";"ts04-ip92.hevanet.com - - [09/Mar/2004:06:35:13 -0800]  ";" 2 , 75 , 131 ";"  200 6922"
"1656";"ts04-ip92.hevanet.com - - [09/Mar/2004:06:35:17 -0800] ";"GET /cgi-bin/mailgraph.cgi/mailgraph_3.png HTTP/1.1";" 200 6618"
"1657";"ts04-ip92.hevanet.com - - [09/Mar/2004:06:35:17 -0800]  ";" 5 , 35 , 855 ";"  200 6618"
"1658";"ts04-ip92.hevanet.com - - [09/Mar/2004:06:35:17 -0800] ";"GET /cgi-bin/mailgraph.cgi/mailgraph_3_err.png HTTP/1.1";" 200 5615"
"1659";"ts04-ip92.hevanet.com - - [09/Mar/2004:06:35:17 -0800]  ";" 1 , 90 , 882 ";"  200 5615"
"1660";"ts04-ip92.hevanet.com - - [09/Mar/2004:06:35:42 -0800] ";"GET /razor.html HTTP/1.1";" 200 2869"
"1661";"ts04-ip92.hevanet.com - - [09/Mar/2004:06:35:42 -0800]  ";" 7 , 74 , 742 ";"  200 2869"
"1662";"ts04-ip92.hevanet.com - - [09/Mar/2004:06:36:28 -0800] ";"GET /twiki/bin/view/Main/WebHome HTTP/1.1";" 200 10419"
"1663";"ts04-ip92.hevanet.com - - [09/Mar/2004:06:36:28 -0800]  ";" 8 , 42 , 642 ";"  200 10419"
"1664";"ts04-ip92.hevanet.com - - [09/Mar/2004:06:36:29 -0800] ";"GET /twiki/pub/TWiki/TWikiLogos/twikiRobot46x50.gif HTTP/1.1";" 200 2877"
"1665";"ts04-ip92.hevanet.com - - [09/Mar/2004:06:36:29 -0800]  ";" 6 , 77 , 300 ";"  200 2877"
"1666";"ts04-ip92.hevanet.com - - [09/Mar/2004:06:36:51 -0800] ";"GET /twiki/bin/view/Main/SpamAssassinAndPostFix HTTP/1.1";" 200 4034"
"1667";"ts04-ip92.hevanet.com - - [09/Mar/2004:06:36:51 -0800]  ";" 3 , 24 , 607 ";"  200 4034"
"1668";"ts04-ip92.hevanet.com - - [09/Mar/2004:06:37:00 -0800] ";"GET /twiki/bin/view/Main/SpamAssassinTaggingOnly HTTP/1.1";" 200 5691"
"1669";"ts04-ip92.hevanet.com - - [09/Mar/2004:06:37:00 -0800]  ";" 8 , 8 , 632 ";"  200 5691"
"1670";"ts04-ip92.hevanet.com - - [09/Mar/2004:06:37:40 -0800] ";"GET /twiki/bin/view/Main/SpamAssassinDeleting HTTP/1.1";" 200 5543"
"1671";"ts04-ip92.hevanet.com - - [09/Mar/2004:06:37:40 -0800]  ";" 9 , 6 , 426 ";"  200 5543"
"1672";"208-38-57-205.ip.cal.radiant.net - - [09/Mar/2004:07:27:10 -0800] ";"GET / HTTP/1.1";" 200 3169"
"1673";"208-38-57-205.ip.cal.radiant.net - - [09/Mar/2004:07:27:10 -0800]  ";" 5 , 19 , 740 ";"  200 3169"
"1674";"208-38-57-205.ip.cal.radiant.net - - [09/Mar/2004:07:27:10 -0800] ";"GET /favicon.ico HTTP/1.1";" 200 1078"
"1675";"208-38-57-205.ip.cal.radiant.net - - [09/Mar/2004:07:27:10 -0800]  ";" 2 , 31 , 913 ";"  200 1078"
"1676";"208-38-57-205.ip.cal.radiant.net - - [09/Mar/2004:07:27:44 -0800] ";"GET /twiki/bin/view/Main/WebHome HTTP/1.1";" 200 10419"
"1677";"208-38-57-205.ip.cal.radiant.net - - [09/Mar/2004:07:27:44 -0800]  ";" 2 , 98 , 342 ";"  200 10419"
"1678";"208-38-57-205.ip.cal.radiant.net - - [09/Mar/2004:07:27:44 -0800] ";"GET /twiki/pub/TWiki/TWikiLogos/twikiRobot46x50.gif HTTP/1.1";" 200 2877"
"1679";"208-38-57-205.ip.cal.radiant.net - - [09/Mar/2004:07:27:44 -0800]  ";" 2 , 32 , 792 ";"  200 2877"
"1680";"208-38-57-205.ip.cal.radiant.net - - [09/Mar/2004:07:27:44 -0800] ";"GET /favicon.ico HTTP/1.1";" 200 1078"
"1681";"208-38-57-205.ip.cal.radiant.net - - [09/Mar/2004:07:27:44 -0800]  ";" 8 , 72 , 236 ";"  200 1078"
"1682";"208-38-57-205.ip.cal.radiant.net - - [09/Mar/2004:07:27:59 -0800] ";"GET /twiki/bin/view/Main/SpamAssassinAndPostFix HTTP/1.1";" 200 4034"
"1683";"208-38-57-205.ip.cal.radiant.net - - [09/Mar/2004:07:27:59 -0800]  ";" 9 , 55 , 417 ";"  200 4034"
"1684";"208-38-57-205.ip.cal.radiant.net - - [09/Mar/2004:07:28:05 -0800] ";"GET /twiki/bin/view/Main/SpamAssassinTaggingOnly HTTP/1.1";" 200 5691"
"1685";"208-38-57-205.ip.cal.radiant.net - - [09/Mar/2004:07:28:05 -0800]  ";" 1 , 45 , 66 ";"  200 5691"
"1686";"208-38-57-205.ip.cal.radiant.net - - [09/Mar/2004:07:28:12 -0800] ";"GET /twiki/bin/view/Main/SpamAssassinDeleting HTTP/1.1";" 200 5543"
"1687";"208-38-57-205.ip.cal.radiant.net - - [09/Mar/2004:07:28:12 -0800]  ";" 1 , 39 , 671 ";"  200 5543"
"1688";"207.195.59.160 - - [09/Mar/2004:08:08:35 -0800] ";"GET / HTTP/1.1";" 200 3169"
"1689";"207.195.59.160 - - [09/Mar/2004:08:08:35 -0800]  ";" 2 , 37 , 722 ";"  200 3169"
"1690";"207.195.59.160 - - [09/Mar/2004:08:08:37 -0800] ";"GET /twiki/bin/view/Main/WebHome HTTP/1.1";" 200 10419"
"1691";"207.195.59.160 - - [09/Mar/2004:08:08:37 -0800]  ";" 8 , 51 , 813 ";"  200 10419"
"1692";"207.195.59.160 - - [09/Mar/2004:08:08:38 -0800] ";"GET /twiki/pub/TWiki/TWikiLogos/twikiRobot46x50.gif HTTP/1.1";" 200 2877"
"1693";"207.195.59.160 - - [09/Mar/2004:08:08:38 -0800]  ";" 6 , 29 , 305 ";"  200 2877"
"1694";"207.195.59.160 - - [09/Mar/2004:08:08:54 -0800] ";"GET /twiki/bin/view/Main/SpamAssassinAndPostFix HTTP/1.1";" 200 4034"
"1695";"207.195.59.160 - - [09/Mar/2004:08:08:54 -0800]  ";" 8 , 9 , 320 ";"  200 4034"
"1696";"207.195.59.160 - - [09/Mar/2004:08:08:54 -0800] ";"GET /twiki/pub/TWiki/TWikiLogos/twikiRobot46x50.gif HTTP/1.1";" 304 -"
"1697";"207.195.59.160 - - [09/Mar/2004:08:08:54 -0800]  ";" 8 , 29 , 579 ";"  304 -"
"1698";"207.195.59.160 - - [09/Mar/2004:08:08:57 -0800] ";"GET /twiki/bin/view/Main/SpamAssassinTaggingOnly HTTP/1.1";" 200 5691"
"1699";"207.195.59.160 - - [09/Mar/2004:08:08:57 -0800]  ";" 4 , 27 , 471 ";"  200 5691"
"1700";"207.195.59.160 - - [09/Mar/2004:08:09:39 -0800] ";"GET /twiki/bin/view/Main/RBLsHowTo HTTP/1.1";" 200 4665"
"1701";"207.195.59.160 - - [09/Mar/2004:08:09:39 -0800]  ";" 8 , 59 , 514 ";"  200 4665"
"1702";"207.195.59.160 - - [09/Mar/2004:08:09:39 -0800] ";"GET /twiki/pub/TWiki/TWikiLogos/twikiRobot46x50.gif HTTP/1.1";" 304 -"
"1703";"207.195.59.160 - - [09/Mar/2004:08:09:39 -0800]  ";" 8 , 96 , 6 ";"  304 -"
"1704";"207.195.59.160 - - [09/Mar/2004:08:09:58 -0800] ";"GET /twiki/bin/view/Main/PostfixCommands HTTP/1.1";" 200 4016"
"1705";"207.195.59.160 - - [09/Mar/2004:08:09:58 -0800]  ";" 3 , 73 , 752 ";"  200 4016"
"1706";"207.195.59.160 - - [09/Mar/2004:08:09:58 -0800] ";"GET /twiki/pub/TWiki/TWikiLogos/twikiRobot46x50.gif HTTP/1.1";" 304 -"
"1707";"207.195.59.160 - - [09/Mar/2004:08:09:58 -0800]  ";" 3 , 65 , 135 ";"  304 -"
"1708";"207.195.59.160 - - [09/Mar/2004:08:10:04 -0800] ";"GET /twiki/bin/edit/Main/PostConf?topicparent=Main.PostfixCommands HTTP/1.1";" 401 12851"
"1709";"207.195.59.160 - - [09/Mar/2004:08:10:04 -0800]  ";" 1 , 31 , 309 ";"  401 12851"
"1710";"207.195.59.160 - - [09/Mar/2004:08:10:06 -0800] ";"GET /twiki/pub/TWiki/TWikiDocGraphics/help.gif HTTP/1.1";" 200 130"
"1711";"207.195.59.160 - - [09/Mar/2004:08:10:06 -0800]  ";" 5 , 34 , 947 ";"  200 130"
"1712";"207.195.59.160 - - [09/Mar/2004:08:10:12 -0800] ";"GET /twiki/bin/view/Main/RelayGateway HTTP/1.1";" 200 4232"
"1713";"207.195.59.160 - - [09/Mar/2004:08:10:12 -0800]  ";" 9 , 27 , 274 ";"  200 4232"
"1714";"207.195.59.160 - - [09/Mar/2004:08:10:12 -0800] ";"GET /twiki/pub/TWiki/TWikiLogos/twikiRobot46x50.gif HTTP/1.1";" 304 -"
"1715";"207.195.59.160 - - [09/Mar/2004:08:10:12 -0800]  ";" 4 , 10 , 685 ";"  304 -"
"1716";"207.195.59.160 - - [09/Mar/2004:08:10:20 -0800] ";"GET /twiki/bin/view/Main/Relay_Domains HTTP/1.1";" 200 4583"
"1717";"207.195.59.160 - - [09/Mar/2004:08:10:20 -0800]  ";" 5 , 48 , 540 ";"  200 4583"
"1718";"fw1.millardref.com - - [09/Mar/2004:08:17:27 -0800] ";"GET / HTTP/1.1";" 200 3169"
"1719";"fw1.millardref.com - - [09/Mar/2004:08:17:27 -0800]  ";" 6 , 11 , 736 ";"  200 3169"
"1720";"207.195.59.160 - - [09/Mar/2004:08:17:34 -0800] ";"GET /twiki/bin/view/Main/VerifingGatway HTTP/1.1";" 200 4750"
"1721";"207.195.59.160 - - [09/Mar/2004:08:17:34 -0800]  ";" 3 , 50 , 317 ";"  200 4750"
"1722";"fw1.millardref.com - - [09/Mar/2004:08:17:50 -0800] ";"GET /RBL.html HTTP/1.1";" 200 4114"
"1723";"fw1.millardref.com - - [09/Mar/2004:08:17:50 -0800]  ";" 4 , 5 , 397 ";"  200 4114"
"1724";"207.195.59.160 - - [09/Mar/2004:08:18:17 -0800] ";"GET /twiki/bin/view/Main/SideBar HTTP/1.1";" 200 3972"
"1725";"207.195.59.160 - - [09/Mar/2004:08:18:17 -0800]  ";" 8 , 5 , 151 ";"  200 3972"
"1726";"207.195.59.160 - - [09/Mar/2004:08:18:17 -0800] ";"GET /twiki/pub/TWiki/TWikiLogos/twikiRobot46x50.gif HTTP/1.1";" 304 -"
"1727";"207.195.59.160 - - [09/Mar/2004:08:18:17 -0800]  ";" 9 , 29 , 736 ";"  304 -"
"1728";"fw1.millardref.com - - [09/Mar/2004:08:18:19 -0800] ";"GET /favicon.ico HTTP/1.1";" 200 1078"
"1729";"fw1.millardref.com - - [09/Mar/2004:08:18:19 -0800]  ";" 7 , 78 , 967 ";"  200 1078"
"1730";"fw1.millardref.com - - [09/Mar/2004:08:18:25 -0800] ";"GET /ie.htm HTTP/1.1";" 200 3518"
"1731";"fw1.millardref.com - - [09/Mar/2004:08:18:25 -0800]  ";" 1 , 81 , 633 ";"  200 3518"
"1732";"fw1.millardref.com - - [09/Mar/2004:08:18:26 -0800] ";"GET /images/image004.jpg HTTP/1.1";" 200 10936"
"1733";"fw1.millardref.com - - [09/Mar/2004:08:18:26 -0800]  ";" 7 , 46 , 762 ";"  200 10936"
"1734";"fw1.millardref.com - - [09/Mar/2004:08:18:27 -0800] ";"GET /images/image005.jpg HTTP/1.1";" 200 21125"
"1735";"fw1.millardref.com - - [09/Mar/2004:08:18:27 -0800]  ";" 6 , 43 , 165 ";"  200 21125"
"1736";"fw1.millardref.com - - [09/Mar/2004:08:18:27 -0800] ";"GET /images/msgops.JPG HTTP/1.1";" 200 7939"
"1737";"fw1.millardref.com - - [09/Mar/2004:08:18:27 -0800]  ";" 1 , 71 , 605 ";"  200 7939"
"1738";"207.195.59.160 - - [09/Mar/2004:08:18:50 -0800] ";"GET /twiki/bin/view/Main/WebHome HTTP/1.1";" 200 10419"
"1739";"207.195.59.160 - - [09/Mar/2004:08:18:50 -0800]  ";" 8 , 67 , 632 ";"  200 10419"
"1740";"207.195.59.160 - - [09/Mar/2004:08:19:04 -0800] ";"GET /twiki/bin/view/Main/DCCAndPostFix HTTP/1.1";" 200 5253"
"1741";"207.195.59.160 - - [09/Mar/2004:08:19:04 -0800]  ";" 7 , 37 , 869 ";"  200 5253"
"1742";"lj1007.inktomisearch.com - - [09/Mar/2004:09:55:44 -0800] ";"GET /robots.txt HTTP/1.0";" 200 68"
"1743";"lj1007.inktomisearch.com - - [09/Mar/2004:09:55:44 -0800]  ";" 9 , 66 , 240 ";"  200 68"
"1744";"lj1125.inktomisearch.com - - [09/Mar/2004:09:55:53 -0800] ";"GET /twiki/bin/oops/TWiki/WebChangesAlert HTTP/1.0";" 200 209"
"1745";"lj1125.inktomisearch.com - - [09/Mar/2004:09:55:53 -0800]  ";" 3 , 62 , 148 ";"  200 209"
"1746";"80.58.35.111.proxycache.rima-tde.net - - [09/Mar/2004:10:08:07 -0800] ";"GET /RBL.html HTTP/1.0";" 200 4114"
"1747";"80.58.35.111.proxycache.rima-tde.net - - [09/Mar/2004:10:08:07 -0800]  ";" 6 , 99 , 164 ";"  200 4114"
"1748";"10.0.0.153 - - [09/Mar/2004:10:29:38 -0800] ";"GET / HTTP/1.1";" 304 -"
"1749";"10.0.0.153 - - [09/Mar/2004:10:29:38 -0800]  ";" 6 , 85 , 679 ";"  304 -"
"1750";"10.0.0.153 - - [09/Mar/2004:10:29:40 -0800] ";"GET /cgi-bin/mailgraph2.cgi HTTP/1.1";" 200 2987"
"1751";"10.0.0.153 - - [09/Mar/2004:10:29:40 -0800]  ";" 1 , 91 , 162 ";"  200 2987"
"1752";"10.0.0.153 - - [09/Mar/2004:10:29:41 -0800] ";"GET /cgi-bin/mailgraph.cgi/mailgraph_1.png HTTP/1.1";" 200 8830"
"1753";"10.0.0.153 - - [09/Mar/2004:10:29:41 -0800]  ";" 8 , 27 , 758 ";"  200 8830"
"1754";"10.0.0.153 - - [09/Mar/2004:10:29:41 -0800] ";"GET /cgi-bin/mailgraph.cgi/mailgraph_0.png HTTP/1.1";" 200 7255"
"1755";"10.0.0.153 - - [09/Mar/2004:10:29:41 -0800]  ";" 8 , 95 , 585 ";"  200 7255"
"1756";"10.0.0.153 - - [09/Mar/2004:10:29:41 -0800] ";"GET /cgi-bin/mailgraph.cgi/mailgraph_0_err.png HTTP/1.1";" 200 6703"
"1757";"10.0.0.153 - - [09/Mar/2004:10:29:41 -0800]  ";" 7 , 19 , 273 ";"  200 6703"
"1758";"10.0.0.153 - - [09/Mar/2004:10:29:41 -0800] ";"GET /cgi-bin/mailgraph.cgi/mailgraph_1_err.png HTTP/1.1";" 200 7127"
"1759";"10.0.0.153 - - [09/Mar/2004:10:29:41 -0800]  ";" 9 , 32 , 400 ";"  200 7127"
"1760";"10.0.0.153 - - [09/Mar/2004:10:29:41 -0800] ";"GET /cgi-bin/mailgraph.cgi/mailgraph_2.png HTTP/1.1";" 200 9241"
"1761";"10.0.0.153 - - [09/Mar/2004:10:29:41 -0800]  ";" 3 , 49 , 623 ";"  200 9241"
"1762";"10.0.0.153 - - [09/Mar/2004:10:29:41 -0800] ";"GET /cgi-bin/mailgraph.cgi/mailgraph_2_err.png HTTP/1.1";" 200 6856"
"1763";"10.0.0.153 - - [09/Mar/2004:10:29:41 -0800]  ";" 9 , 5 , 335 ";"  200 6856"
"1764";"10.0.0.153 - - [09/Mar/2004:10:29:41 -0800] ";"GET /cgi-bin/mailgraph.cgi/mailgraph_3.png HTTP/1.1";" 200 6618"
"1765";"10.0.0.153 - - [09/Mar/2004:10:29:41 -0800]  ";" 2 , 40 , 331 ";"  200 6618"
"1766";"10.0.0.153 - - [09/Mar/2004:10:29:41 -0800] ";"GET /cgi-bin/mailgraph.cgi/mailgraph_3_err.png HTTP/1.1";" 200 5615"
"1767";"10.0.0.153 - - [09/Mar/2004:10:29:41 -0800]  ";" 8 , 39 , 832 ";"  200 5615"
"1768";"200.222.33.33 - - [09/Mar/2004:11:21:36 -0800] ";"GET /AmavisNew.html HTTP/1.1";" 200 2300"
"1769";"200.222.33.33 - - [09/Mar/2004:11:21:36 -0800]  ";" 3 , 25 , 322 ";"  200 2300"
"1770";"1-320.cnc.bc.ca - - [09/Mar/2004:11:43:54 -0800] ";"GET /ie.htm HTTP/1.1";" 200 3518"
"1771";"1-320.cnc.bc.ca - - [09/Mar/2004:11:43:54 -0800]  ";" 7 , 70 , 286 ";"  200 3518"
"1772";"1-320.cnc.bc.ca - - [09/Mar/2004:11:43:56 -0800] ";"GET /images/image005.jpg HTTP/1.1";" 200 21125"
"1773";"1-320.cnc.bc.ca - - [09/Mar/2004:11:43:56 -0800]  ";" 6 , 13 , 836 ";"  200 21125"
"1774";"1-320.cnc.bc.ca - - [09/Mar/2004:11:43:56 -0800] ";"GET /images/msgops.JPG HTTP/1.1";" 200 7939"
"1775";"1-320.cnc.bc.ca - - [09/Mar/2004:11:43:56 -0800]  ";" 3 , 48 , 920 ";"  200 7939"
"1776";"1-320.cnc.bc.ca - - [09/Mar/2004:11:43:56 -0800] ";"GET /images/image004.jpg HTTP/1.1";" 200 10936"
"1777";"1-320.cnc.bc.ca - - [09/Mar/2004:11:43:56 -0800]  ";" 9 , 70 , 181 ";"  200 10936"
"1778";"l07v-1-17.d1.club-internet.fr - - [09/Mar/2004:11:57:20 -0800] ";"GET / HTTP/1.1";" 200 3169"
"1779";"l07v-1-17.d1.club-internet.fr - - [09/Mar/2004:11:57:20 -0800]  ";" 2 , 76 , 784 ";"  200 3169"
"1780";"wwwcache.lanl.gov - - [09/Mar/2004:12:16:06 -0800] ";"GET /razor.html HTTP/1.1";" 200 2869"
"1781";"wwwcache.lanl.gov - - [09/Mar/2004:12:16:06 -0800]  ";" 1 , 84 , 543 ";"  200 2869"
"1782";"trrc02m01-40.bctel.ca - - [09/Mar/2004:12:21:08 -0800] ";"GET /mailman/listinfo/ppwc HTTP/1.1";" 200 6271"
"1783";"trrc02m01-40.bctel.ca - - [09/Mar/2004:12:21:08 -0800]  ";" 5 , 59 , 501 ";"  200 6271"
"1784";"trrc02m01-40.bctel.ca - - [09/Mar/2004:12:21:09 -0800] ";"GET /icons/mailman.jpg HTTP/1.1";" 200 2022"
"1785";"trrc02m01-40.bctel.ca - - [09/Mar/2004:12:21:09 -0800]  ";" 1 , 52 , 15 ";"  200 2022"
"1786";"trrc02m01-40.bctel.ca - - [09/Mar/2004:12:21:09 -0800] ";"GET /icons/PythonPowered.png HTTP/1.1";" 200 945"
